detector,threshold,seed_count,precision,precision_std,precision_mean_plus_minus_std,recall,recall_std,recall_mean_plus_minus_std,f1,f1_std,f1_mean_plus_minus_std
yolo11s,0.01,5,0.2630968734200093,0.035971753855000045,0.263097 ± 0.0359718,0.29253731343283584,0.08863805773804101,0.292537 ± 0.0886381,0.26571344101685773,0.036675731073211634,0.265713 ± 0.0366757
yolo11s,0.02,5,0.30146760193992467,0.06298731361057308,0.301468 ± 0.0629873,0.25074626865671645,0.09488916750634281,0.250746 ± 0.0948892,0.2539100752726029,0.06045835984659495,0.25391 ± 0.0604584
yolo11s,0.03,5,0.32204408090484044,0.07014722054858441,0.322044 ± 0.0701472,0.2238805970149254,0.10380916226301161,0.223881 ± 0.103809,0.23873566189329914,0.08865968636720299,0.238736 ± 0.0886597
yolo11s,0.04,5,0.2443534401073205,0.1376843379421291,0.244353 ± 0.137684,0.2037313432835821,0.11611014619896612,0.203731 ± 0.11611,0.22131401457560465,0.12433410417894983,0.221314 ± 0.124334
yolo11s,0.05,5,0.2524033958729871,0.1417899409846352,0.252403 ± 0.14179,0.19477611940298506,0.11095336070295891,0.194776 ± 0.110953,0.21920560377085513,0.12326897269444748,0.219206 ± 0.123269
yolo11s,0.06,5,0.2535829191060774,0.1427474336361315,0.253583 ± 0.142747,0.1805970149253731,0.10179799293483276,0.180597 ± 0.101798,0.2104583124588153,0.11790252860125468,0.210458 ± 0.117903
yolo11s,0.07,5,0.2614511457796258,0.14729711526799555,0.261451 ± 0.147297,0.1753731343283582,0.09872206384569368,0.175373 ± 0.0987221,0.20953665418990175,0.1174518698116829,0.209537 ± 0.117452
yolo11s,0.08,5,0.26728669132458743,0.15033537613472034,0.267287 ± 0.150335,0.16865671641791044,0.09554716329826951,0.168657 ± 0.0955472,0.20630316721912348,0.11585952850833445,0.206303 ± 0.11586
yolo11s,0.09,5,0.2745148944896988,0.1547360584617043,0.274515 ± 0.154736,0.1656716417910448,0.09390094219904119,0.165672 ± 0.0939009,0.20623046973969647,0.11611458029781067,0.20623 ± 0.116115
yolo11s,0.1,5,0.27623931623931625,0.15489009533203624,0.276239 ± 0.15489,0.15895522388059702,0.09007929478809794,0.158955 ± 0.0900793,0.20141761336992098,0.11319492575644449,0.201418 ± 0.113195
yolo11s,0.11,5,0.27624460272988904,0.1545590405327374,0.276245 ± 0.154559,0.15373134328358207,0.08700513244604403,0.153731 ± 0.0870051,0.19725553327581893,0.11082027837421195,0.197256 ± 0.11082
yolo11s,0.12,5,0.2770637987823597,0.15530369601813093,0.277064 ± 0.155304,0.14701492537313435,0.08325161211668355,0.147015 ± 0.0832516,0.19173579992277304,0.10771656600728355,0.191736 ± 0.107717
yolo11s,0.13,5,0.2861698396108673,0.16123006931738793,0.28617 ± 0.16123,0.14402985074626867,0.08173260250003014,0.14403 ± 0.0817326,0.19126870113213695,0.1077967642323209,0.191269 ± 0.107797
yolo11s,0.14,5,0.2848347614356611,0.16117963673183208,0.284835 ± 0.16118,0.1373134328358209,0.07886297971837068,0.137313 ± 0.078863,0.1848698661158103,0.10507426388757084,0.18487 ± 0.105074
yolo11s,0.15,5,0.29182148920688816,0.16605241503909232,0.291821 ± 0.166052,0.13432835820895522,0.07678774487782343,0.134328 ± 0.0767877,0.1833327063884211,0.10378701705959038,0.183333 ± 0.103787
